* FASER$\nu$2 $\nu_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 $\nu_{\mu}$'
   IndexDataset = 140
   Reaction = 'CC nup'

   NData = 145
   NColumn = 5
   ColumnType = 'Flag',2*'Bin','Sigma',1*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat'
   TheoryType = 'expression'
   TermType   = 'reaction'
   TermName   = 'P'
   TermSource = 'PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv2_14/nu_A_1-XSFPFCC.pineappl.lz4'
   TheorExpr  = 'P'

   Percent = 1*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2 #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2 #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2 #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2 #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag          x              Q2           Sigma            stat
  0        0.003905           55000               0               0
  1        0.005365               7         1.05736         6.41287
  1        0.005365              55         1.00536         8.67386
  0        0.005365             550               0               0
  0        0.005365            5500               0               0
  0        0.005365           55000               0               0
  1         0.00737               7        0.799892         5.39085
  1         0.00737              55        0.703504         5.80774
  0         0.00737             550               0               0
  0         0.00737            5500               0               0
  0         0.00737           55000               0               0
  1        0.010125               7        0.574036         4.28001
  1        0.010125              55        0.557539         3.80937
  0        0.010125             550               0         505.782
  0        0.010125            5500               0               0
  0        0.010125           55000               0               0
  1         0.01391               7         0.43358          3.8481
  1         0.01391              55        0.444889         2.96167
  0         0.01391             550               0          74.429
  0         0.01391            5500               0               0
  0         0.01391           55000               0               0
  1         0.01911               7        0.319292          3.8034
  1         0.01911              55        0.348099         2.52916
  1         0.01911             550        0.352189         24.0893
  0         0.01911            5500               0               0
  0         0.01911           55000               0               0
  1        0.026255               7         0.23632         3.23458
  1        0.026255              55        0.252677          1.8668
  1        0.026255             550        0.168634         9.95223
  0        0.026255            5500               0               0
  0        0.026255           55000               0               0
  1         0.03607               7        0.177486         2.96031
  1         0.03607              55        0.188194         1.53716
  1         0.03607             550        0.144911         5.32419
  0         0.03607            5500               0               0
  0         0.03607           55000               0               0
  1        0.049555               7        0.125478         3.07671
  1        0.049555              55        0.135069         1.45675
  1        0.049555             550       0.0964072         3.56845
  0        0.049555            5500               0               0
  0        0.049555           55000               0               0
  1         0.06808               7       0.0895205         2.72123
  1         0.06808              55       0.0936154         1.20394
  1         0.06808             550        0.073227         2.18668
  0         0.06808            5500               0               0
  0         0.06808           55000               0               0
  1         0.09353               7       0.0647771         2.57535
  1         0.09353              55        0.063585         1.05781
  1         0.09353             550       0.0498835         1.51067
  0         0.09353            5500               0         602.139
  0         0.09353           55000               0               0
  1          0.1285               7       0.0427602         2.73117
  1          0.1285              55       0.0422382         1.08899
  1          0.1285             550        0.032123         1.29618
  0          0.1285            5500               0         53.3534
  0          0.1285           55000               0               0
  1         0.17654               7       0.0299657         2.82625
  1         0.17654              55       0.0269217          1.0075
  1         0.17654             550       0.0202995          1.0109
  1         0.17654            5500       0.0136679         13.6468
  0         0.17654           55000               0               0
  1         0.24253               7       0.0185417         2.80018
  1         0.24253              55       0.0159126        0.941068
  1         0.24253             550       0.0117379        0.821793
  1         0.24253            5500      0.00843116         5.79409
  0         0.24253           55000               0               0
  1         0.33319               7       0.0100619         3.08168
  1         0.33319              55      0.00803052         1.06922
  1         0.33319             550      0.00560333        0.844614
  1         0.33319            5500      0.00364109         3.86395
  0         0.33319           55000               0               0
  1        0.457745               7      0.00424116         3.87586
  1        0.457745              55      0.00308406         1.21019
  1        0.457745             550       0.0019842        0.863477
  1        0.457745            5500      0.00105698         2.64497
  0        0.457745           55000               0               0
  1        0.628865               7      0.00119502         4.48593
  1        0.628865              55     0.000660179         1.17266
  1        0.628865             550     0.000387822        0.781121
  1        0.628865            5500     0.000154041         1.76532
  0        0.628865           55000               0               0
  1         0.86395               7     0.000126228         5.77523
  1         0.86395              55     7.55085e-05         1.52451
  1         0.86395             550     4.38253e-05        0.971744
  1         0.86395            5500      1.4247e-05         1.71697
  0         0.86395           55000               0               0
