* FASER$\nu$2_optimistic $\nu_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 optimistic $\nu_{\mu}$'
   IndexDataset = 143
   Reaction = 'CC nup'

   NData = 145
   NColumn = 5
   ColumnType = 'Flag',2*'Bin','Sigma',1*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat'
   TheoryType = 'expression'
   TermType   = 'reaction'
   TermName   = 'P'
   TermSource = 'PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv2_14/nu_A_1-XSFPFCC.pineappl.lz4'
   TheorExpr  = 'P'

   Percent = 1*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2_optimistic #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2_optimistic #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2_optimistic #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2_optimistic #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag          x              Q2           Sigma            stat
  1        0.005365               7         1.06319         7.41995
  1        0.005365              55          1.0052         9.86122
  0        0.005365             550               0               0
  0        0.005365            5500               0               0
  0        0.005365           55000               0               0
  1         0.00737               7        0.803859         6.30749
  1         0.00737              55        0.693442         6.72083
  0         0.00737             550               0               0
  0         0.00737            5500               0               0
  0         0.00737           55000               0               0
  1        0.010125               7        0.572153         5.05087
  1        0.010125              55        0.553793         4.42462
  0        0.010125             550               0          555.35
  0        0.010125            5500               0               0
  0        0.010125           55000               0               0
  1         0.01391               7        0.433324         4.56332
  1         0.01391              55        0.445098         3.45347
  0         0.01391             550               0         77.8726
  0         0.01391            5500               0               0
  0         0.01391           55000               0               0
  1         0.01911               7        0.318924         4.52779
  1         0.01911              55        0.349899         2.93157
  1         0.01911             550        0.356524         25.5025
  0         0.01911            5500               0               0
  0         0.01911           55000               0               0
  1        0.026255               7        0.236419         3.94724
  1        0.026255              55        0.252772         2.16208
  1        0.026255             550        0.165706         10.7166
  0        0.026255            5500               0               0
  0        0.026255           55000               0               0
  1         0.03607               7        0.178675         3.70072
  1         0.03607              55        0.188625          1.7721
  1         0.03607             550        0.144299         5.87069
  0         0.03607            5500               0               0
  0         0.03607           55000               0               0
  1        0.049555               7        0.125336         4.00195
  1        0.049555              55        0.135304         1.68282
  1        0.049555             550       0.0950809         4.00096
  0        0.049555            5500               0               0
  0        0.049555           55000               0               0
  1         0.06808               7       0.0889382         4.01845
  1         0.06808              55       0.0935417         1.39411
  1         0.06808             550        0.073103         2.47497
  0         0.06808            5500               0               0
  0         0.06808           55000               0               0
  1         0.09353               7       0.0654004         4.55916
  1         0.09353              55       0.0634401         1.23903
  1         0.09353             550       0.0499421         1.72163
  0         0.09353            5500               0         648.005
  0         0.09353           55000               0               0
  0          0.1285               7               0         6.65471
  1          0.1285              55       0.0421547          1.2867
  1          0.1285             550       0.0320812         1.47961
  0          0.1285            5500               0         54.9239
  0          0.1285           55000               0               0
  0         0.17654               7               0         17.5739
  1         0.17654              55       0.0269005         1.22699
  1         0.17654             550       0.0202901          1.1485
  1         0.17654            5500       0.0136367          14.123
  0         0.17654           55000               0               0
  0         0.24253               7               0         41.4383
  1         0.24253              55       0.0159328         1.17433
  1         0.24253             550        0.011746         0.92152
  1         0.24253            5500      0.00846193         6.09131
  0         0.24253           55000               0               0
  0         0.33319               7               0               0
  1         0.33319              55      0.00803235         1.39403
  1         0.33319             550      0.00559773        0.940982
  1         0.33319            5500      0.00365646         4.13505
  0         0.33319           55000               0               0
  0        0.457745               7               0               0
  1        0.457745              55      0.00308219         1.61912
  1        0.457745             550      0.00198102        0.947871
  1        0.457745            5500      0.00105836         2.87527
  0        0.457745           55000               0               0
  0        0.628865               7               0               0
  1        0.628865              55     0.000653207         1.70112
  1        0.628865             550     0.000387571        0.842745
  1        0.628865            5500     0.000153469         1.93297
  0        0.628865           55000               0               0
  0         0.86395               7               0               0
  1         0.86395              55     7.53632e-05         2.24477
  1         0.86395             550     4.38524e-05         1.02487
  1         0.86395            5500     1.42638e-05         1.84895
  0         0.86395           55000               0               0
