* FASER$\nu$ charm $\nu_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$ charm $\nu_{\mu}$'
   IndexDataset = 144
   Reaction = 'CC nup'

   NData = 57
   NColumn = 6
   ColumnType = 'Flag',2*'Bin','Sigma',2*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor const'
   TheoryType = 'expression'
   TermType   = 'reaction'
   TermName   = 'P'
   TermSource = 'PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv_charm_nu-a1/nu_A_1-FASERv_charm-XSFPFCC_charm.pineappl.lz4'
   TheorExpr  = 'P'

   Percent = 2*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu charm #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu charm #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu charm #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu charm #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag                  x                      Q2                   Sigma                    stat             uncor const
  0            0.0006522737                4.150569       -9.67314384017674        3265.66042460442                      25
  1            0.0008192692                4.831657        4.06418707684279        1201.92762750737                 10.4869
  1             0.001122969                5.227037        7.61639308515067        538.684978285712                 7.19875
  1             0.001142689                10.35079        265.612589717678        9838.92686317351                 11.1111
  0              0.00152423                5.733435        -1.8711040234124        306.051974424926                 13.4561
  0             0.001574617                11.00295       -21.1150490132709        1615.55747943495                 1.51515
  0              0.00206971                6.041378       -1.24630972625992        229.870197807656                 1.15099
  1             0.002129468                12.07071       0.738454050163442        646.554037728214                 11.4734
  1             0.002870992                6.296238        2.73713259569158        163.342475051487                 4.27928
  1             0.002918738                13.58858        4.47563089303987        300.021603113009                 5.74273
  0             0.003919486                6.425283      -0.361940092497027        121.460122941944                 7.90164
  1             0.003979392                15.13607        2.60742318612028        166.481025400537                  2.2165
  1             0.005299407                6.546153       0.131614675628317        109.378082487101                  4.2449
  1             0.005364473                17.12474        1.13054154689685        118.442407117327                 3.89318
  1             0.007412163                6.620198       0.329014315575903        96.6563370307638                 3.17338
  1             0.007472725                19.99854       0.506133044300418        86.2497889177936                  7.3709
  1              0.01011354                6.721763       0.344827434566985        79.0647766243541                 9.58906
  1              0.01021007                23.29144       0.354543795503693        59.1765232397542                 3.09234
  0              0.01131534                105.4896       -1.76097106201423        6886.54580048591                 5.55556
  1              0.01374501                6.773753       0.136283625930635         75.329577541515                  9.5214
  1              0.01386024                27.56507       0.154236458610323         48.505455273533                 3.19475
  1              0.01461498                111.1112       0.318197062363219        841.612427743413                 6.73235
  1              0.01908954                6.843598       0.147529522001183        79.4278316792768                 7.88677
  1              0.01925658                32.04028      0.0826677881946483        43.4991447363442                 11.5346
  1              0.01992625                118.5917       0.309145674031473        285.028828522893                 4.61259
  1              0.02594931                7.332752      0.0322126054936749        75.8906911971028                 4.92552
