* FASER$\nu$2 charm $\nu_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 charm $\nu_{\mu}$'
   IndexDataset = 138
   Reaction = 'CC nup'

   NData = 37
   NColumn = 6
   ColumnType = 'Flag',2*'Bin','Sigma',2*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor const'
   TheoryType = 'expression'
   TermType   = 'reaction'
   TermName   = 'P'
   TermSource = 'PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv2_charm_nu-a1/nu_A_1-FASERv2_charm-XSFPFCC_charm.pineappl.lz4'
   TheorExpr  = 'P'

   Percent = 2*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2 charm #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2 charm #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2 charm #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2 charm #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag                  x                      Q2                   Sigma                    stat             uncor const
  1             0.003927026                6.284597        0.18417698019641         9.5663808329749                 5.79434
  1              0.00531108                6.432394       0.222379493566166        8.24571125134029                 4.38799
  1              0.00741896                 6.53108       0.130014064570541        7.04052963535027                 8.84069
  1             0.007481641                19.56541       0.177271845434286        7.12531534582312                 15.2918
  1              0.01012616                6.645549      0.0758184761038198        5.65219655397036                 10.6987
  1              0.01022284                22.30422      0.0979360953998758        4.77584215857541                 4.54909
  1              0.01375348                6.723724      0.0493878406187327        5.27494179006135                  7.6023
  1              0.01387379                 25.6495      0.0650076141760032        3.80740099896902                0.929424
  1              0.01910868                6.811254       0.045751008777735        5.48354340704907                 12.4258
  1              0.01927788                29.14151      0.0275646026985086        3.39491936023896                 18.2602
  1              0.02594535                7.321973      0.0200198857524182        5.21221654427845                  10.517
  1              0.02636398                32.74687      0.0155102334100041        2.51061488220289                  7.3415
  1              0.03504838                8.261864      0.0121503344434813        6.39800043554221                  11.621
  1              0.03585143                36.09313      0.0090487898972815         2.1480997489342                 11.4847
  1              0.03646169                146.0402     0.00752625906601818        6.58176029110757                 12.6153
  1              0.04932658                39.44192     0.00514451702619696        2.28934900078093                 17.9272
  1              0.05009915                160.0932     0.00461076819293567         5.3152100213581                 15.8696
  1              0.06801088                44.29162     0.00258828743427455        1.96043101735361                 7.57723
  1              0.06901768                178.0212     0.00201624645234827         3.3479088543488                 9.16917
  1              0.09261018                49.70221     0.00117496545386229         1.8444038946822                 20.2286
  1              0.09375914                200.0848    0.000885558666867158        2.49680194900324                 19.0495
  1               0.1254393                55.55878    0.000496163484894665        2.29692443647203                 5.20535
  1               0.1270751                225.0962    0.000382184681093508        2.44511105491256                  9.2065
  1               0.1752736                62.59416      0.0001006598538249        2.39758222365293                 8.86661
  1                0.177445                255.6232     3.1874834705923e-05        1.99108638719586                 7.80549
  1               0.2380041                70.20339    1.53855552720531e-05        2.57312533766963                 28.5992
  1               0.2413663                286.5783    9.21176807199838e-06        1.69146592538593                 25.9974
  1               0.3147842                78.51549    4.77920641742351e-06        4.10969840715701                 8.06258
  1               0.3198212                 312.229        20.9379785314141        2.07768744666073                 2.35031
  1               0.3238686                1360.966       0.145148073759197        8.94110884782282                 10.1861
  1               0.4325217                90.30017                       0        9.47635130584399                 29.8536
  1               0.4573248                339.6761        0.37281529096135        2.52915616286589                 23.4992
  1               0.4646297                1502.425       0.410341084417208        8.27777713062897                 20.4281
  1               0.6206558                377.1662       0.245303933336256        2.44489681003554                 23.0429
  1               0.6304631                1627.116       0.222478682292571         6.0832020876938                 21.7661
  1               0.8186176                 429.937       0.272603084926594        3.40394871097283                 12.0319
  1               0.8270419                1756.793       0.294718758985741        6.83531736298095                0.470445
