* FASER$\nu$2 charm $\nu_{\mu}+\bar{\nu}_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 charm $\nu_{\mu}+\bar{\nu}_{\mu}$'
   IndexDataset = 142
   Reaction = 'CC nup'

   NData = 40
   NColumn = 6
   ColumnType = 'Flag',2*'Bin','Sigma',2*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor const'
   TheoryType = 'expression'
   TermType   = 'reaction','reaction'
   TermName   = 'P','A'
   TermSource = 'PineAPPL','PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv2_charm_nochargediscrimination-a1/nu_A_1-FASERv2_charm-XSFPFCC_charm.pineappl.lz4',
                'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv2_charm_nochargediscrimination-a1/nub_A_1-FASERv2_charm-XSFPFCC_charm.pineappl.lz4'
   TheorExpr  = 'P+A'

   Percent = 2*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2 charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2 charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2 charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2 charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag                  x                      Q2                   Sigma                    stat             uncor const
  1             0.003930324                6.261504       0.264760246458761        7.50988240376606                  4.3657
  1             0.005316331                6.408507       0.205300604071782        6.45264992538706                 2.88298
  1             0.005378594                16.15915       0.258854008885239        8.15062682565338                 9.35978
  1             0.007427929                6.494097       0.164206632513026        5.47649139560426                 5.87382
  1               0.0074871                 18.4219       0.176129657299946        5.68235542934083                 11.1043
  1              0.01012392                6.640473       0.105595673433651        4.37081478651256                 8.15709
  1               0.0102291                 21.0058       0.135046018679651        3.77743430691721                 3.60712
  1               0.0137569                6.712836      0.0803431631190043        4.07752746612363                 6.04554
  1              0.01388001                 24.2775        0.10294357350566        3.01738064802777                0.912504
  1               0.0191024                6.801237      0.0621996735904386        4.24736235958502                 8.08123
  1              0.01928338                27.99612      0.0618366513561544        2.67108542302695                 12.8858
  1              0.02595041                7.318894      0.0491361111958511        4.03687042226208                 8.56569
  1              0.02637225                31.78907       0.040222718511541         1.9805018144962                 5.85943
  1              0.02697822                126.8739      0.0309279270295597         8.9622821856059                 7.26135
  1              0.03501347                8.257769      0.0254594721972871        4.96186470618504                 9.49005
  1              0.03584352                35.22329      0.0171397087559586        1.68920375314695                 9.12128
  1              0.03653489                137.2832      0.0159078593467073        5.40711995417987                 9.80415
  1              0.04927975                38.61247     0.00993383497308404        1.81548647671432                 12.7123
  1              0.05010166                151.4499     0.00796746214906967        4.31894999638125                 11.6863
  1              0.06799957                43.63624     0.00426263024809987        1.55800713506003                 6.53037
  1              0.06903102                168.8463     0.00353185328802291        2.75090260903389                 7.37982
  1               0.0924388                 49.2526     0.00189100330071732        1.47758313114599                 16.0171
  1              0.09368238                189.6049     0.00163138568541282        2.03481473875282                 14.9519
  1               0.1242294                55.21753    0.000790397796446863        1.89292372564034                 4.37362
  1               0.1259563                213.0925     0.00066526398691483        2.05486553327076                 7.66608
  1               0.1752331                62.63978    0.000136828922445676        2.01621950128865                 6.47458
  1               0.1775076                244.4381    2.51446750200647e-05        1.69832482318475                 5.83666
  1               0.2377443                70.19081    1.38334402638356e-05        2.17438694932291                 22.3935
  1               0.2410981                275.7657    2.87056445017928e-06        1.44842234804659                 20.6021
  1               0.2467918                1236.862    1.68545677854588e-06        9.26786258787959                 20.8525
  1               0.3102198                78.09609                       0        3.54983840657428                 6.36155
  1               0.3138565                300.0161       0.331236415278341        1.81011612644486                 2.59831
  1               0.3177188                1295.624       0.803014094536247        8.15886766730305                 9.25769
  1               0.4320387                  90.155        0.46159514565373        8.76117694829493                 31.4283
  1               0.4581213                319.9226       0.347289964876811         2.3542151620355                 25.3411
  1               0.4659356                1419.963       0.454314967464963        7.83741881905333                 22.0838
  1               0.6212732                357.9797       0.196866469698735        2.26828157703556                 19.8391
  1                0.631831                1527.705       0.219599014555304        5.72998067796221                 19.3302
  1               0.8195263                414.1078                       0        3.14539072347111                 10.3665
  1               0.8270373                1639.961      0.0103980052802275        6.40395391717164                0.443869
