* FASER$\nu$2 $\nu_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 $\nu_{\mu}$'
   IndexDataset = 137
   Reaction = 'CC nup'

   NData = 60
   NColumn = 7
   ColumnType = 'Flag',2*'Bin','Sigma',3*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor','syst:C'
   TheoryType = 'expression'
   TermType   = 'reaction'
   TermName   = 'P'
   TermSource = 'PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv2_NU/nu_A_1-XSFPFCC.pineappl.lz4'
   TheorExpr  = 'P'

   Percent = 3*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2 #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2 #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2 #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2 #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag                  x                      Q2                   Sigma                    stat                   uncor                  syst:C
  0            0.0004653642                4.499471    2.52923975787801e+17        27766.2527099414        282.842331521052        282.842331521052
  0            0.0006023158                4.804296        94319176438793.8        583.648146243058        40.8532343918087        40.8532343918087
  0             0.000805487                5.295361        129716433.674166        139.229092152534        22.2226659173818        22.2226659173818
  0             0.001103386                6.165672        31755941.9952711        58.3389092829862        14.6587008298238        14.6587008298238
  0             0.001199512                10.83793        12824250.7174617        4229.50986242832        133.575511296391        133.575511296391
  1             0.001502325                6.605884        1647923.32171433        30.1797683423003        9.39364047971014        9.39364047971014
  0             0.001550446                11.82182        813272.336495436        236.897253808605        26.4886193617325        26.4886193617325
  1             0.002056204                6.711767        5372.03705915233          19.29468741833        13.5690815803052        13.5690815803052
  0             0.002088313                13.65257        3273.38433697235        72.3835221691008        12.9462833191434        12.9462833191434
  1             0.002832968                 6.92208        1130.54798428214        13.4838599650334        10.7111818813871        10.7111818813871
  1             0.002868817                15.88118        1140.67257499166        30.6815620896267        10.7521921876692        10.7521921876692
  1             0.003867511                6.969445         378.03237955896         9.0819725136137        12.0405119838467        12.0405119838467
  1             0.003910165                19.23522        458.658028560546        14.7496854180155         9.0536521097443         9.0536521097443
  1             0.005332159                6.923533        44.3853858876739        7.34078772235185        6.85406821035388        6.85406821035388
  1             0.005376057                23.72244        53.3618650259471        9.37393841138454        9.55779040187692        9.55779040187692
  1              0.00728382                6.864471         13.369648825633        6.60518401820528        10.2077455310301        10.2077455310301
  1             0.007357012                29.85817        14.4750475818884        6.00057611049799        7.08342260045477        7.08342260045477
  1              0.01004141                7.016726        8.74101971962924        5.30818700630654        17.3367307088673        17.3367307088673
  1              0.01009387                38.41355        9.33733842977554        3.93472333262942        8.16484731909686        8.16484731909686
  0              0.01106434                 105.237        6.75231198034917        4424.47822610088        99.3286409653319        99.3286409653319
  1              0.01373133                7.059776        4.49232119315577        4.80269344705727        19.3506682526755        19.3506682526755
  1              0.01382972                44.86927        4.70872253424915         3.1064328298005         6.9846122372568         6.9846122372568
  0              0.01436363                116.4126        3.67145322849783        92.6287655835743        18.3176174827755        18.3176174827755
  1              0.01893405                7.091961         2.4234870310547        4.91228192944766        25.1531745271443        25.1531745271443
  1              0.01897474                48.42158        2.51999105960871        2.60414530470967         7.1049190822632         7.1049190822632
  1              0.01947225                 131.994        2.24461778663582        27.5971117054981        12.2169891791772        12.2169891791772
  1              0.02594167                7.205886        2.10592936297426        4.04362988390501        28.7619684838781        28.7619684838781
  1              0.02598053                51.29325        2.23041357664827        1.96888445416672         7.0839259540952         7.0839259540952
  1              0.02639133                153.4399        1.98832558096262        10.6832881843607        9.66025564571401        9.66025564571401
  1              0.03557055                7.374244        1.71555955886218        4.49859330167942        41.6355180094217        41.6355180094217
  1              0.03566166                52.28651         1.7996812832401        1.59928793036859         9.9082289569868         9.9082289569868
  1              0.03618693                 184.134        1.62855788644282        5.61254228959156        8.61460243058837        8.61460243058837
  0              0.04820685                7.673717        1.34235442880662        4.81507251080996        65.7881130959971        65.7881130959971
  1              0.04897279                53.87375        1.35895225927075        1.53510649729656        6.22407792834574        6.22407792834574
  1              0.04957802                226.6382        1.28949065757536        3.63957917336831        6.28650249260115        6.28650249260115
  1              0.06715395                55.26338         1.3021289661872        1.29696975915756         7.2795555003069         7.2795555003069
  1              0.06803198                287.6338        1.23641378942511        2.23534781833109         4.5233147236606         4.5233147236606
  1              0.09212532                57.00281        1.21772353570679        1.15074384258306        11.7347101599449        11.7347101599449
  1              0.09330445                 365.947        1.16592998101194        1.54432835037778        5.69986358085935        5.69986358085935
  0               0.1052238                1035.315        1.10383276231361        3128.93445046435        112.587696024969        112.587696024969
  1               0.1267209                60.59327        1.10219518638473        1.23165714205965        9.51702718184091        9.51702718184091
  1               0.1276447                444.8369         1.0761418228181        1.32381689762455        5.01599761521008        5.01599761521008
  0                0.134926                1128.952        1.05610972070904        60.6923698311786        12.4323928092434        12.4323928092434
  1               0.1740196                61.60985        1.07916248619972        1.15777952840977        12.7099769803957        12.7099769803957
  1               0.1747921                487.6005        1.06022101921406        1.03151883409436        6.90146497922692        6.90146497922692
  1               0.1799304                1270.491        1.04516924077331        14.4048589851011        7.17731992219581        7.17731992219581
  1               0.2384199                64.61185        1.05692592328954         1.2142890635022        16.7146124208748        16.7146124208748
  1               0.2398246                514.0246         1.0431305867413       0.824562023770753        3.55771250864326        3.55771250864326
  1               0.2446001                1462.042        1.03044731036732        5.86523480568428         5.2541321610393         5.2541321610393
  1               0.3266705                65.29731        1.02673004291413        1.38919143616347         13.410661238892         13.410661238892
  1               0.3286942                533.5003          1.019210553611        0.84853319816369        5.93533457366842        5.93533457366842
  1               0.3339514                1750.704         1.0118515446567        3.91546175192582         4.6847220035448         4.6847220035448
  1               0.4455657                66.63131        1.01351959361491        1.58644943138703        30.2909571850858        30.2909571850858
  1               0.4516526                 539.366        1.00933923625148       0.863464340087709        7.62443206133961        7.62443206133961
  1               0.4566834                2135.987        1.00528678830261        2.69545739550949         5.3915556075442         5.3915556075442
  1                0.618063                549.8954        1.00651075065997       0.808912221145472        6.36757726592513        6.36757726592513
  1               0.6238343                2648.665        1.00346301922977         1.8064352442251        3.76894129747806        3.76894129747806
  1                0.847498                558.2213        1.00260028100625        1.01466313822291        6.59072152721324        6.59072152721324
  1               0.8514353                3251.184        1.00128698240738        1.73961837503737        4.41142647551928        4.41142647551928
  0               0.9977282                 10167.7        1.00000530850889                       0                       0                       0
