* FASER$\nu$ charm $\nu_{\mu}+\bar{\nu}_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$ charm $\nu_{\mu}+\bar{\nu}_{\mu}$'
   IndexDataset = 148
   Reaction = 'CC nup'

   NData = 57
   NColumn = 5
   ColumnType = 'Flag',2*'Bin','Sigma',1*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat'
   TheoryType = 'expression'
   TermType   = 'reaction','reaction'
   TermName   = 'P','A'
   TermSource = 'PineAPPL','PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv_charm_nochargediscrimination-a1/nu_A_1-FASERv_charm-XSFPFCC_charm.pineappl.lz4',
                'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv_charm_nochargediscrimination-a1/nub_A_1-FASERv_charm-XSFPFCC_charm.pineappl.lz4'
   TheorExpr  = 'P+A'

   Percent = 1*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu charm #nu_{#mu}+#bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag                  x                      Q2                   Sigma                    stat
  0            0.0006522737                4.150569       -17.0645643820978        2912.89989750134
  1             0.000817247                4.834327        7.87023497700788        1070.05558724078
  1             0.001128291                5.172301        13.3360978209522         472.78768628275
  1             0.001041377                10.06477        512.632402420189        8731.08210403061
  0             0.001532775                5.554798       -2.54199435237801        265.099126450352
  0             0.001544313                11.02586       -38.7707523185757        1455.16260904587
  0             0.002078472                5.840395       -1.68165913411145        194.879319374412
  1             0.002132043                11.92019        1.55186966722686        576.736410358074
  1             0.002883824                6.131463        4.63741717750338        136.192946146601
  1             0.002931225                13.28605         7.9509738057964        263.269758998817
  0             0.003929371                6.290141      -0.347602710587729        99.6033651461338
  1             0.003989921                14.48016          4.573364960088        144.358838207755
  1             0.005311053                 6.44799       0.367853143640776        88.7416947347946
  1             0.005383271                16.11238        2.01757041524805        101.347398707316
  1             0.007421686                 6.53721       0.599699426074692        77.3739001642158
  1             0.007484498                18.46026       0.909853742307359        72.4800070605034
  1              0.01012194                6.662894        0.61843620223939        62.8563334829415
  1              0.01022509                21.14421       0.641654178958747        49.4718493849889
  0              0.01124451                105.8302       -2.96602793416779         5945.4302452136
  1              0.01375502                6.724432       0.256601199088546        59.3946428004473
  1              0.01387542                24.59134       0.295632654882514        40.2127345107071
  1              0.01465239                111.2257       0.587296884564755         748.10456923758
  1              0.01910086                6.804437       0.249840764512915        62.4003333093216
  1              0.01927837                 28.5659       0.147009986749878         35.717200731395
  1              0.01991333                118.9236       0.557618891335787        254.417610243644
  1              0.02595462                7.319357      0.0707962884841467        59.6908811764173
  1              0.02636438                32.45543       0.158360362408795        27.2519541476203
  1              0.02698563                126.3858       0.188975857511062        109.350286495349
  1              0.03500966                 8.25852      0.0314675376346753        73.4132741493196
  1              0.03583455                36.03535      0.0722269867731897        23.6246460797101
  1              0.03652541                136.8968        0.12899413644549        65.7469341529098
  0              0.04509295                9.218498     -0.0803847214177937        170.501254109141
  1              0.04926279                39.38897      0.0664590832717628         25.590022454781
  1              0.05010504                151.3329    0.000475487194537126        52.9674430087828
  1              0.06798462                44.23907       0.014953175932817        22.3313532037805
  1              0.06899877                169.0087      0.0222758250007067        35.0075302524476
  1              0.09242214                49.55906      0.0215375693140863        21.3898692663929
