* FASER$\nu$2 inclusive $\nu_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 inclusive $\nu_{\mu}$'
   IndexDataset = 137
   Reaction = 'CC nup'

   NData = 44
   NColumn = 5
   ColumnType = 'Flag',2*'Bin','Sigma',1*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat'
   TheoryType = 'expression'
   TermType   = 'reaction'
   TermName   = 'P'
   TermSource = 'PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv2_inclusive_nu-a1/nu_A_1-FASERv2_inclusive-XSFPFCC.pineappl.lz4'
   TheorExpr  = 'P'

   Percent = 1*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2 inclusive #nu_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag                  x                      Q2                   Sigma                    stat
  1             0.002098944                5.760209        5.83203329764831        8.86774514691751
  1             0.002866329                6.142278        4.29178132926811        6.23295614138346
  1             0.003934565                 6.28255        3.15875620587507        4.61778815449385
  1             0.003957267                15.39579        3.71229271958341        7.33977430732324
  1             0.005394407                6.405613        2.20015149801259        3.62777433478018
  1             0.005444005                 16.8407        2.33996357990503        4.66141626205813
  1              0.00739533                6.578439        1.57205834856838        2.97884903092074
  1             0.007468432                18.99978        1.71106668708446        3.18917929871076
  1              0.01010246                6.622975        1.20612879175691        2.53021973624992
  1              0.01020643                21.31555        1.24640244650201        2.29390973526765
  1              0.01387644                6.678367       0.806705201229152        2.20757460789947
  1              0.01398994                24.64978       0.901024978671613        1.72552929410283
  1              0.01903351                6.749177       0.583035406419369         1.9724301036113
  1              0.01918148                27.89145       0.621608336324715        1.34463345888961
  1              0.01967514                124.0589       0.566547164348756        9.69535546092891
  1              0.02585326                 7.27986       0.430121013478614         1.9916647130528
  1              0.02632834                 31.2484       0.428616337138099        1.07966994729928
  1              0.02683207                134.3092       0.400596566368329        4.96085521005194
  1              0.03530444                8.290194       0.300186129339904        2.37354101386227
  1              0.03613784                34.86483        0.29212974517474       0.892703479592073
  1              0.03673336                145.4416       0.258856402537367        2.90775470586196
  1              0.04556177                9.262328       0.227215807375522        4.49316175265216
  1              0.04955608                37.94208       0.200892531833575       0.760712590997998
  1              0.05021945                160.7253       0.172900179508959        1.86797518945328
  1               0.0677186                42.96062       0.135914057721076       0.690352187385917
  1              0.06878869                177.2603       0.116182616729681        1.25772971803234
  1              0.09283475                48.87807      0.0901061826596302       0.655360711523124
  1              0.09407254                200.1194      0.0770389128278045       0.914352645316416
  1               0.1273115                55.11162      0.0573580039800892       0.640693198671498
  1               0.1289536                226.6702      0.0484321179301031       0.702345441441904
  1               0.1745949                62.02153      0.0354035906332086       0.664583744639766
  1               0.1767095                254.9639      0.0287876827949549       0.574378300341193
  1               0.1819365                1208.582      0.0210076898908796        5.68205577556498
  1               0.2383653                69.80233      0.0193437031102083       0.762525634458294
  1               0.2416255                285.5438      0.0155841587784777       0.516720912287634
  1               0.2471371                1289.417      0.0100555791078316        3.15041625973655
  1               0.3229395                79.04606     0.00972200295049466        1.04278579839628
  1               0.3296129                  311.54      0.0072240100382495       0.514248094233433
  1                0.334587                 1387.07     0.00459512441582103        2.21586657979125
  1               0.4252641                89.69235     0.00385222765829974        2.07340882417426
  1               0.4446078                335.3228     0.00244520739433889       0.611873534265613
  1               0.4505598                 1492.41     0.00137937418070948        2.03326345224694
  1               0.5968726                363.5918    0.000465923661997507        1.04866239421368
  1               0.6020635                1612.129    0.000245821125246537        2.79104918267763
