* FASER$\nu$2 $\bar{\nu}_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 $\bar{\nu}_{\mu}$'
   IndexDataset = 138
   Reaction = 'CC nup'

   NData = 60
   NColumn = 6
   ColumnType = 'Flag',2*'Bin','Sigma',2*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','syst:C'
   TheoryType = 'expression'
   TermType   = 'reaction'
   TermName   = 'P'
   TermSource = 'PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/FASERv2_NUB/nub_A_1-XSFPFCC_charm.pineappl.lz4'
   TheorExpr  = 'P'

   Percent = 2*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2 #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2 #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2 #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2 #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag                  x                      Q2                   Sigma                    stat                  syst:C
  0            0.0004653642                4.499471                      -0        415291.443393737        282.842463449927
  0            0.0006023158                4.804296                      -0        5035.00761806737        52.2077184585392
  0             0.000805487                5.295361                       0        700.788074425814        32.7637510319321
  0             0.001103386                6.165672                      -0         245.04059036159          21.84692149728
  0             0.001199512                10.83793                       0        61752.4885112634         133.78148081626
  0             0.001502325                6.605884                       0        106.073759911571        14.3901745264634
  0             0.001550446                11.82182                       0        1853.44587710144        38.4357739954778
  0             0.002056204                6.711767                       0        59.6910576753148        15.9989211175911
  0             0.002088313                13.65257                       0         370.53794048061        23.6107876971879
  1             0.002832968                 6.92208        1.08981399215632        39.0777442178628        14.3209110745734
  0             0.002868817                15.88118                       0        122.703326676527        16.9346552995081
  1             0.003867511                6.969445       0.790059738028216        24.8722041170837        14.2011922171825
  0             0.003910165                19.23522                       0        50.1443548962988         13.760886335543
  1             0.005332159                6.923533       0.565448016166864        19.6325104029034        8.96457385483266
  1             0.005376057                23.72244       0.536242582042328        29.4939064171821        13.0713223205198
  1              0.00728382                6.864471       0.305135881229597           17.8194763169        12.4912717895665
  1             0.007357012                29.85817       0.351879811779622        17.8284649201852        8.50250326038898
  1              0.01004141                7.016726       0.287573126954738        13.8267065055701        20.2960082267629
  1              0.01009387                38.41355       0.235219284990569        11.1444993490685        9.78154732673435
  0              0.01106434                 105.237                      -0        66241.7648767551         99.388843497774
  1              0.01373133                7.059776       0.113680946441042        12.6480782336323        22.0923945212141
  1              0.01382972                44.86927       0.168288308369944         8.8473342971626        8.82302983148121
  0              0.01436363                116.4126                      -0        810.683436854499        29.3758038471624
  1              0.01893405                7.091961       0.089736714838286        13.8134059785785        28.2893239233393
  1              0.01897474                48.42158       0.104812100132505        7.58886262747727        8.27983146623911
  0              0.01947225                 131.994                       0        170.043048111643        24.6138161075347
  1              0.02594167                7.205886      0.0508820967637114        11.3187638187427        31.3241061904636
