* FASER$\nu$2 charm $\bar{\nu}_{\mu}$ CC DIS pseudodata
&Data
   Name = 'FASER$\nu$2 charm $\bar{\nu}_{\mu}$'
   IndexDataset = 140
   Reaction = 'CC nup'

   NData = 29
   NColumn = 9
   ColumnType = 'Flag',2*'Bin','Sigma',5*'Error'
   ColumnName = 'binFlag','x','Q2','Sigma','stat','uncor const','uncor const','uncor const','flux'
   TheoryType = 'expression'
   TermType   = 'reaction'
   TermName   = 'P'
   TermSource = 'PineAPPL'
   TermInfo   = 'GridName=datafiles/lhc/fpf/neutrinoDIS/pseudodata/grids/grids-FASERv2_charm_nub-a1/nub_A_1-FASERv2_charm-XSFPFCC_charm.pineappl.lz4'
   TheorExpr  = 'P'

   Percent = 5*True
&End
&PlotDesc
   PlotN = 4
   PlotDefColumn = 'Q2'
   PlotVarColumn = 'x'
   PlotDefValue = 3., 5., 11., 110., 1100.
   PlotOptions(1)  = 'Experiment:FASER#nu2 charm #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 4 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:FASER#nu2 charm #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 10 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:FASER#nu2 charm #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 100 @Ymin:0.01@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:FASER#nu2 charm #bar{#nu}_{#mu}@ExtraLabel:#nu p (CC) @XTitle: x @YTitle: d^{2}#sigma/dxdQ^{2} @Title:Q^{2} > 1000 @Ymin:0.01@Xlog@Ylog'
&End
*binFlag                  x                      Q2                   Sigma                    stat             uncor const             uncor const             uncor const                    flux
  1             0.005388843                6.467038       0.769552778929688        8.00758299065816                1.051025                0.341319                  5.4745        5.74810853214874
  1             0.007384477                6.583809       0.530956140571152          6.693661736762                 0.72033                0.374157                  4.1338        5.74810853214874
  1             0.007448337                18.18424       0.665092197711914        6.97333710033733                0.105266                 1.93304               0.3032955        5.74810853214874
  1              0.01009093                6.690378       0.381766455775443        5.83302881648079                 0.57771                 1.11856                   3.449        5.74810853214874
  1              0.01019669                20.73814       0.416014700823157        5.10454062938561               0.0478859                0.805905                 0.90181        5.74810853214874
  1              0.01383823                6.770906        0.22426459932011        5.30082183066377                0.625205                2.691005                2.972485        5.74810853214874
  1              0.01396199                24.26331       0.294690955807928        3.93742971167796               0.0402795               0.1564705                 1.37601        5.74810853214874
  1              0.01894794                6.871934       0.151718089772774        5.01494392381868               0.4506175                 4.23457                 3.63453        5.74810853214874
  1              0.01912659                 27.9014       0.210761726880509        3.16030030401937               0.0452255                1.300955                1.826315        5.74810853214874
  1              0.02581723                7.362855        0.10675327105201         5.3596703397718                0.195891                4.822235                  6.4997        5.74810853214874
  1              0.02625389                31.59091       0.117007688453631        2.65296047769665              0.03352055                2.939705                 2.40787        5.74810853214874
  1              0.03523171                8.296967      0.0709085347405531        6.82342670773185               0.1018765                3.993425                  9.7827        5.74810853214874
  1              0.03603931                35.26657      0.0731763501470127        2.34783517031721                0.031135                 3.77063                 2.33095        5.74810853214874
  1              0.03671495                138.1391      0.0758166682369325        8.18317573264065                0.094047                  3.2634                4.555945        5.74810853214874
  1              0.04933452                38.61565      0.0442283406366311        2.18429097002253               0.0253916                4.644685                2.763725        5.74810853214874
  1               0.0500664                 151.468      0.0411423152453908        5.52037373949772                0.063456                 3.84667                1.033465        5.74810853214874
  1              0.06729034                43.57782      0.0259941732080736        2.18817575251196               0.0173362                 5.34795                3.139555        5.74810853214874
  1              0.06833304                168.4193      0.0229507138096991        4.14453446803365               0.0328971                 3.66798               0.2983915        5.74810853214874
  1              0.09206443                49.45351      0.0130374157458391        2.32757424146795              0.02956035                  6.4121                3.349085        5.74810853214874
  1              0.09324682                189.6843      0.0114930140959238        3.38985746395231              0.03288855                 4.83415                 1.43625        5.74810853214874
  1               0.1262252                55.44017      0.0065359793335356        2.60963314873181               0.0183943                 7.96515                3.751365        5.74810853214874
  1               0.1277418                214.8837     0.00562441195442365        2.98363089939252                0.013874                 6.10645                 2.59935        5.74810853214874
  1               0.1732662                61.97094     0.00321020256741546        3.18593014605762               0.0275925                 8.28875                3.568395        5.74810853214874
  1               0.1752363                242.4296     0.00236594472730103        2.87385705070974              0.03502465                 6.10515                3.392755        5.74810853214874
  1               0.2364352                 69.4095     0.00125198580629991        4.50869228209428                0.057879                4.851855                 1.52885        5.74810853214874
  1                0.239602                272.6704    0.000900362135549876        3.22234148232777               0.0188159                 1.86882                2.458265        5.74810853214874
  1                 0.31831                78.41507    0.000451779877025744        7.85812291979277                0.063719                 3.29574                 1.41558        5.74810853214874
  1                0.324684                294.8834    0.000309029323468092        4.20086814069759               0.0531465                  8.2335                 0.15453        5.74810853214874
  1               0.4329117                311.9929    8.26279239117672e-05        6.55903547075652               0.0723245                33.32525                  5.6247        5.74810853214874
